Algorithm,Trial,ObservationRatio,Status,MaskSeed,SpatterSeed,TensorInitializationSeed,MatrixInitializationSeed,ExecutionSeed,ActualObservationRatio,RealizedSpatterDensity,EffectiveChangedPixelDensity,HuberDelta,AccuracyEvaluationRuntimeSeconds,PostCalibrationMeanReferenceNRE,FinalFrameReferenceNRE,LateWindowMeanReferenceNRE
OLSTEC_80,28,0.7,successful,10028,20028,30028,40028,502807,0.699839932693866,0.0100136549408476,0.0100136549408476,0.1,146.3146141,0.0621192798569822,0.0700480235958434,0.0637410883679531
OLSTEC_90,28,0.7,successful,10028,20028,30028,40028,502808,0.699839932693866,0.0100136549408476,0.0100136549408476,0.1,147.2741422,0.0560298060460902,0.0720342188709095,0.0585465751496394
OLSTEC_99,28,0.7,successful,10028,20028,30028,40028,502809,0.699839932693866,0.0100136549408476,0.0100136549408476,0.1,147.3563599,0.0612515863877511,0.0909178579434242,0.0666945194162074
RSI_OLSTEC,28,0.7,successful,10028,20028,30028,40028,502810,0.699839932693866,0.0100136549408476,0.0100136549408476,0.1,174.59053,0.0440096971210176,0.050948000364505,0.0449605504127134
CP_WOPT,29,0.7,successful,10029,20029,30029,40029,502901,0.699926217739648,0.0100014053763877,0.0100014053763877,0.1,295.7529122,0.177457780767948,0.196964016386262,0.185504085331872
Petrels,29,0.7,successful,10029,20029,30029,40029,502902,0.699926217739648,0.0100014053763877,0.0100014053763877,0.1,215.1213823,0.11224811837352,0.161654111251569,0.133061888509978
Grasta,29,0.7,successful,10029,20029,30029,40029,40029,0.699926217739648,0.0100014053763877,0.0100014053763877,0.1,121.3491733,0.101170623297581,0.107082241795673,0.102624834551411
Grouse,29,0.7,successful,10029,20029,30029,40029,502904,0.699926217739648,0.0100014053763877,0.0100014053763877,0.1,117.7998409,0.999865805205484,0.99989288717586,0.999879391538326
TeCPSGD,29,0.7,successful,10029,20029,30029,40029,502905,0.699926217739648,0.0100014053763877,0.0100014053763877,0.1,116.6968248,0.128535028944099,0.128247223773548,0.119674926839755
OLSTEC_70,29,0.7,successful,10029,20029,30029,40029,502906,0.699926217739648,0.0100014053763877,0.0100014053763877,0.1,139.2994619,0.0693591529675554,0.0774283265368924,0.0725541164121973
OLSTEC_80,29,0.7,successful,10029,20029,30029,40029,502907,0.699926217739648,0.0100014053763877,0.0100014053763877,0.1,138.5583087,0.0610970784720926,0.0711072593979596,0.0629921270884524
OLSTEC_90,29,0.7,successful,10029,20029,30029,40029,502908,0.699926217739648,0.0100014053763877,0.0100014053763877,0.1,139.2909611,0.0558808439949091,0.0712083855163447,0.0581541964563943
OLSTEC_99,29,0.7,successful,10029,20029,30029,40029,502909,0.699926217739648,0.0100014053763877,0.0100014053763877,0.1,139.3070991,0.0615659428584835,0.0974932639730721,0.0678845492999558
RSI_OLSTEC,29,0.7,successful,10029,20029,30029,40029,502910,0.699926217739648,0.0100014053763877,0.0100014053763877,0.1,163.876162,0.044002531813443,0.0506847564805238,0.0448582192523772
CP_WOPT,30,0.7,successful,10030,20030,30030,40030,503001,0.70005089741512,0.00997260149096508,0.00997260149096508,0.1,291.7918657,0.176951850252832,0.196895992625381,0.185159844913259
Petrels,30,0.7,successful,10030,20030,30030,40030,503002,0.70005089741512,0.00997260149096508,0.00997260149096508,0.1,218.3945194,0.111813082123259,0.167999990953575,0.131069628545318
Grasta,30,0.7,successful,10030,20030,30030,40030,40030,0.70005089741512,0.00997260149096508,0.00997260149096508,0.1,126.1388822,0.101035321537407,0.108278983266176,0.102608587802711
Grouse,30,0.7,successful,10030,20030,30030,40030,503004,0.70005089741512,0.00997260149096508,0.00997260149096508,0.1,122.7376513,0.999905181908968,0.999880582109004,0.999915821571346
TeCPSGD,30,0.7,successful,10030,20030,30030,40030,503005,0.70005089741512,0.00997260149096508,0.00997260149096508,0.1,123.2822523,0.174330190033969,0.176009522130787,0.17125850906471
OLSTEC_70,30,0.7,successful,10030,20030,30030,40030,503006,0.70005089741512,0.00997260149096508,0.00997260149096508,0.1,146.765163,0.0704706044867719,0.0780771925738384,0.0735948862929407
OLSTEC_80,30,0.7,successful,10030,20030,30030,40030,503007,0.70005089741512,0.00997260149096508,0.00997260149096508,0.1,146.8962926,0.0621030939030428,0.0711200096777687,0.0645093931383605
OLSTEC_90,30,0.7,successful,10030,20030,30030,40030,503008,0.70005089741512,0.00997260149096508,0.00997260149096508,0.1,146.8859968,0.0559992480628213,0.0713204742943908,0.0581643943240754
OLSTEC_99,30,0.7,successful,10030,20030,30030,40030,503009,0.70005089741512,0.00997260149096508,0.00997260149096508,0.1,147.060237,0.0613165912764657,0.0956616393743132,0.0676475040701343
RSI_OLSTEC,30,0.7,successful,10030,20030,30030,40030,503010,0.70005089741512,0.00997260149096508,0.00997260149096508,0.1,174.1809171,0.043995730829296,0.0511279755213108,0.0449693788782916
CP_WOPT,31,0.7,successful,10031,20031,30031,40031,503101,0.70004311087027,0.0100268540839478,0.0100268540839478,0.1,285.8647462,0.176899646147549,0.196292666033495,0.185130395423267
Petrels,31,0.7,successful,10031,20031,30031,40031,503102,0.70004311087027,0.0100268540839478,0.0100268540839478,0.1,217.1046849,0.112452536919999,0.145579631130346,0.133347128195943
Grasta,31,0.7,successful,10031,20031,30031,40031,40031,0.70004311087027,0.0100268540839478,0.0100268540839478,0.1,121.2040916,0.101335810489758,0.108061984042437,0.102644320035866
Grouse,31,0.7,successful,10031,20031,30031,40031,503104,0.70004311087027,0.0100268540839478,0.0100268540839478,0.1,117.9557851,0.999964590958979,0.999999386274766,0.999973317416235
TeCPSGD,31,0.7,successful,10031,20031,30031,40031,503105,0.70004311087027,0.0100268540839478,0.0100268540839478,0.1,116.8316927,0.174558575619054,0.176209985158507,0.171280631670175
OLSTEC_70,31,0.7,successful,10031,20031,30031,40031,503106,0.70004311087027,0.0100268540839478,0.0100268540839478,0.1,139.5099048,0.0694297528979766,0.0779605193748092,0.0726049101066047
OLSTEC_80,31,0.7,successful,10031,20031,30031,40031,503107,0.70004311087027,0.0100268540839478,0.0100268540839478,0.1,139.191639,0.0620038933178306,0.0717252556517652,0.0639199582295494
OLSTEC_90,31,0.7,successful,10031,20031,30031,40031,503108,0.70004311087027,0.0100268540839478,0.0100268540839478,0.1,139.3997041,0.0560379960900658,0.0705690097586176,0.0582185068051002
OLSTEC_99,31,0.7,successful,10031,20031,30031,40031,503109,0.70004311087027,0.0100268540839478,0.0100268540839478,0.1,139.333398,0.0613751111016633,0.0915130266717767,0.0658710202230217
RSI_OLSTEC,31,0.7,successful,10031,20031,30031,40031,503110,0.70004311087027,0.0100268540839478,0.0100268540839478,0.1,164.5942838,0.0441078043306338,0.0508846821992039,0.0449719550673655
CP_WOPT,32,0.7,successful,10032,20032,30032,40032,503201,0.70000069635767,0.0100359383862734,0.0100359383862734,0.1,284.5861715,0.17695414205676,0.197527813342898,0.185166741783917
Petrels,32,0.7,successful,10032,20032,30032,40032,503202,0.70000069635767,0.0100359383862734,0.0100359383862734,0.1,220.5550375,0.112285484524095,0.147211478394787,0.13052121282738
Grasta,32,0.7,successful,10032,20032,30032,40032,40032,0.70000069635767,0.0100359383862734,0.0100359383862734,0.1,127.1526211,0.101288955035459,0.10997931371605,0.102821897459449
Grouse,32,0.7,successful,10032,20032,30032,40032,503204,0.70000069635767,0.0100359383862734,0.0100359383862734,0.1,123.377393,0.999859725032165,0.999858286440197,0.999855930286639
TeCPSGD,32,0.7,successful,10032,20032,30032,40032,503205,0.70000069635767,0.0100359383862734,0.0100359383862734,0.1,123.921588,0.129449394271784,0.128258915122948,0.119699409022456
OLSTEC_70,32,0.7,successful,10032,20032,30032,40032,503206,0.70000069635767,0.0100359383862734,0.0100359383862734,0.1,147.2576271,0.0702133672945348,0.0812634414303288,0.0726148496933192
OLSTEC_80,32,0.7,successful,10032,20032,30032,40032,503207,0.70000069635767,0.0100359383862734,0.0100359383862734,0.1,146.7252407,0.0614133227122359,0.0712095510665369,0.0642520009860915
OLSTEC_90,32,0.7,successful,10032,20032,30032,40032,503208,0.70000069635767,0.0100359383862734,0.0100359383862734,0.1,146.3728761,0.0558630942176168,0.0698215662182232,0.0580071048742409
OLSTEC_99,32,0.7,successful,10032,20032,30032,40032,503209,0.70000069635767,0.0100359383862734,0.0100359383862734,0.1,147.0548347,0.0614132282365324,0.095269318295404,0.067740891438485
RSI_OLSTEC,32,0.7,successful,10032,20032,30032,40032,503210,0.70000069635767,0.0100359383862734,0.0100359383862734,0.1,176.1892127,0.0439919579044378,0.0509326937926694,0.0449445225804484
CP_WOPT,33,0.7,successful,10033,20033,30033,40033,503301,0.699998449021554,0.00998064125678632,0.00998064125678632,0.1,296.7543599,0.177086165846756,0.196429823461972,0.185088404205529
Petrels,33,0.7,successful,10033,20033,30033,40033,503302,0.699998449021554,0.00998064125678632,0.00998064125678632,0.1,225.0629356,0.112342748398531,0.150796096608931,0.133461851411786
Grasta,33,0.7,successful,10033,20033,30033,40033,40033,0.699998449021554,0.00998064125678632,0.00998064125678632,0.1,125.9670095,0.101235828078946,0.108403759147758,0.103108863147596
Grouse,33,0.7,successful,10033,20033,30033,40033,503304,0.699998449021554,0.00998064125678632,0.00998064125678632,0.1,122.5939963,0.999955490730691,0.999960826354181,0.999957029735455
TeCPSGD,33,0.7,successful,10033,20033,30033,40033,503305,0.699998449021554,0.00998064125678632,0.00998064125678632,0.1,122.2416891,0.138724635898963,0.128429622911971,0.119766696752952
OLSTEC_70,33,0.7,successful,10033,20033,30033,40033,503306,0.699998449021554,0.00998064125678632,0.00998064125678632,0.1,144.31096,0.0690842019480853,0.075340421287061,0.0726172928531234
OLSTEC_80,33,0.7,successful,10033,20033,30033,40033,503307,0.699998449021554,0.00998064125678632,0.00998064125678632,0.1,144.2327357,0.061578892620115,0.0714291759071046,0.0647445976056722
OLSTEC_90,33,0.7,successful,10033,20033,30033,40033,503308,0.699998449021554,0.00998064125678632,0.00998064125678632,0.1,144.3199602,0.0556904990979097,0.0701799450028967,0.0579813594351663
OLSTEC_99,33,0.7,successful,10033,20033,30033,40033,503309,0.699998449021554,0.00998064125678632,0.00998064125678632,0.1,144.6752399,0.0608894066003286,0.0976641918637162,0.0669988112889143
RSI_OLSTEC,33,0.7,successful,10033,20033,30033,40033,503310,0.699998449021554,0.00998064125678632,0.00998064125678632,0.1,171.5257338,0.044043017491823,0.0504659565594243,0.0449660659286227
CP_WOPT,34,0.7,successful,10034,20034,30034,40034,503401,0.699936093357508,0.00997583005834211,0.00997583005834211,0.1,292.5857093,0.177138580846201,0.198569926200091,0.185331026707327
Petrels,34,0.7,successful,10034,20034,30034,40034,503402,0.699936093357508,0.00997583005834211,0.00997583005834211,0.1,217.4535623,0.111907014334685,0.16581721476755,0.132027456918532
Grasta,34,0.7,successful,10034,20034,30034,40034,40034,0.699936093357508,0.00997583005834211,0.00997583005834211,0.1,121.4684446,0.101114899738196,0.110431649803872,0.102949858696452
Grouse,34,0.7,successful,10034,20034,30034,40034,503404,0.699936093357508,0.00997583005834211,0.00997583005834211,0.1,118.1905481,0.99989711130351,0.999885468313513,0.999908480643924
TeCPSGD,34,0.7,successful,10034,20034,30034,40034,503405,0.699936093357508,0.00997583005834211,0.00997583005834211,0.1,115.7557318,0.140758248583006,0.128519285650786,0.119729685114749
OLSTEC_70,34,0.7,successful,10034,20034,30034,40034,503406,0.699936093357508,0.00997583005834211,0.00997583005834211,0.1,136.2386583,0.0705450224667958,0.0805144576769641,0.0734358775734989
OLSTEC_80,34,0.7,successful,10034,20034,30034,40034,503407,0.699936093357508,0.00997583005834211,0.00997583005834211,0.1,136.4085882,0.06215678676185,0.0737892451552243,0.0644969772918132
OLSTEC_90,34,0.7,successful,10034,20034,30034,40034,503408,0.699936093357508,0.00997583005834211,0.00997583005834211,0.1,136.4881506,0.0567382881666536,0.0719420746346132,0.0586534765951565
OLSTEC_99,34,0.7,successful,10034,20034,30034,40034,503409,0.699936093357508,0.00997583005834211,0.00997583005834211,0.1,143.9752936,0.0612610795830032,0.0907858448732654,0.0673126134206654
RSI_OLSTEC,34,0.7,successful,10034,20034,30034,40034,503410,0.699936093357508,0.00997583005834211,0.00997583005834211,0.1,171.7046138,0.0438009016749168,0.0508716439316195,0.044953212336289
CP_WOPT,35,0.7,successful,10035,20035,30035,40035,503501,0.700104865134511,0.00999520146260433,0.00999520146260433,0.1,303.0400906,0.178295318711713,0.201048826851979,0.186717550420771
Petrels,35,0.7,successful,10035,20035,30035,40035,503502,0.700104865134511,0.00999520146260433,0.00999520146260433,0.1,216.5459336,0.112160213849367,0.180395332842812,0.131709424386572
Grasta,35,0.7,successful,10035,20035,30035,40035,40035,0.700104865134511,0.00999520146260433,0.00999520146260433,0.1,121.4390284,0.101217753651104,0.111279417807974,0.102894462333059
Grouse,35,0.7,successful,10035,20035,30035,40035,503504,0.700104865134511,0.00999520146260433,0.00999520146260433,0.1,118.0963182,0.999824790848567,0.999828077379101,0.999828696732462
TeCPSGD,35,0.7,successful,10035,20035,30035,40035,503505,0.700104865134511,0.00999520146260433,0.00999520146260433,0.1,115.4284343,0.125087549910115,0.128722107179712,0.119534621034126
OLSTEC_70,35,0.7,successful,10035,20035,30035,40035,503506,0.700104865134511,0.00999520146260433,0.00999520146260433,0.1,135.8227176,0.0700629284917375,0.0831266145998258,0.0726385977031951
OLSTEC_80,35,0.7,successful,10035,20035,30035,40035,503507,0.700104865134511,0.00999520146260433,0.00999520146260433,0.1,136.0843889,0.0622473064960498,0.0751559786963425,0.0640529971280472
OLSTEC_90,35,0.7,successful,10035,20035,30035,40035,503508,0.700104865134511,0.00999520146260433,0.00999520146260433,0.1,135.7672364,0.0561743460600637,0.0721836399987481,0.0583638903292415
OLSTEC_99,35,0.7,successful,10035,20035,30035,40035,503509,0.700104865134511,0.00999520146260433,0.00999520146260433,0.1,135.9249441,0.0615918126950824,0.094818206975177,0.067550809878814
RSI_OLSTEC,35,0.7,successful,10035,20035,30035,40035,503510,0.700104865134511,0.00999520146260433,0.00999520146260433,0.1,161.6445841,0.0440275650524599,0.0508143909095194,0.0449316180340902
CP_WOPT,36,0.7,successful,10036,20036,30036,40036,503601,0.700029247022121,0.0100197322441455,0.0100197322441455,0.1,300.9112275,0.177829206163303,0.198395228497966,0.186034333690511
Petrels,36,0.7,successful,10036,20036,30036,40036,503602,0.700029247022121,0.0100197322441455,0.0100197322441455,0.1,218.0495422,0.112376162612975,0.161147133888958,0.133998594246591
Grasta,36,0.7,successful,10036,20036,30036,40036,40036,0.700029247022121,0.0100197322441455,0.0100197322441455,0.1,121.4879684,0.101292040543696,0.108340447150892,0.103383454874443
Grouse,36,0.7,successful,10036,20036,30036,40036,503604,0.700029247022121,0.0100197322441455,0.0100197322441455,0.1,118.1609363,0.999908178092272,0.999914853799384,0.999923688100605
TeCPSGD,36,0.7,successful,10036,20036,30036,40036,503605,0.700029247022121,0.0100197322441455,0.0100197322441455,0.1,115.3668009,0.174288521057007,0.169208046166967,0.168797551397746
OLSTEC_70,36,0.7,successful,10036,20036,30036,40036,503606,0.700029247022121,0.0100197322441455,0.0100197322441455,0.1,135.7318984,0.0699050447866964,0.0755957314179131,0.0730821489579813
OLSTEC_80,36,0.7,successful,10036,20036,30036,40036,503607,0.700029247022121,0.0100197322441455,0.0100197322441455,0.1,135.5055122,0.0627421330084537,0.0709187093283022,0.0647701852638198
OLSTEC_90,36,0.7,successful,10036,20036,30036,40036,503608,0.700029247022121,0.0100197322441455,0.0100197322441455,0.1,135.5883826,0.0558746003356482,0.0698553932823077,0.058420269607135
OLSTEC_99,36,0.7,successful,10036,20036,30036,40036,503609,0.700029247022121,0.0100197322441455,0.0100197322441455,0.1,135.7473238,0.0612014660591932,0.096045974997472,0.0675102190842289
RSI_OLSTEC,36,0.7,successful,10036,20036,30036,40036,503610,0.700029247022121,0.0100197322441455,0.0100197322441455,0.1,163.5769599,0.0440090316409429,0.0507261248241332,0.0448626798467102
CP_WOPT,37,0.7,successful,10037,20037,30037,40037,503701,0.699993574517867,0.010032488250547,0.010032488250547,0.1,297.9142162,0.176931691355616,0.197855040904806,0.185036049602381
Petrels,37,0.7,successful,10037,20037,30037,40037,503702,0.699993574517867,0.010032488250547,0.010032488250547,0.1,224.3431053,0.112327919726962,0.14390274797782,0.131635085100205
Grasta,37,0.7,successful,10037,20037,30037,40037,40037,0.699993574517867,0.010032488250547,0.010032488250547,0.1,125.840812,0.101220097802298,0.109679212391481,0.103023803036158
Grouse,37,0.7,successful,10037,20037,30037,40037,503704,0.699993574517867,0.010032488250547,0.010032488250547,0.1,122.4709801,0.999858744753944,0.999912208099344,0.999877261115583
TeCPSGD,37,0.7,successful,10037,20037,30037,40037,503705,0.699993574517867,0.010032488250547,0.010032488250547,0.1,122.5336779,0.133997664677563,0.128753523229614,0.119756586119791
OLSTEC_70,37,0.7,successful,10037,20037,30037,40037,503706,0.699993574517867,0.010032488250547,0.010032488250547,0.1,144.5884176,0.0695068183842342,0.085392762179833,0.0733398521749665
OLSTEC_80,37,0.7,successful,10037,20037,30037,40037,503707,0.699993574517867,0.010032488250547,0.010032488250547,0.1,144.257776,0.0622754896145253,0.0752092690390769,0.0645401333668581
OLSTEC_90,37,0.7,successful,10037,20037,30037,40037,503708,0.699993574517867,0.010032488250547,0.010032488250547,0.1,145.3774619,0.0559015774977247,0.0714506812752318,0.0579366774179978
OLSTEC_99,37,0.7,successful,10037,20037,30037,40037,503709,0.699993574517867,0.010032488250547,0.010032488250547,0.1,142.526772,0.0610616439352225,0.0974860001259237,0.0683445796450564
RSI_OLSTEC,37,0.7,successful,10037,20037,30037,40037,503710,0.699993574517867,0.010032488250547,0.010032488250547,0.1,164.3489928,0.0440605855757373,0.0509923280450778,0.0448843112380424
CP_WOPT,38,0.7,successful,10038,20038,30038,40038,503801,0.700107618912568,0.00999732218823434,0.00999732218823434,0.1,297.0219477,0.177051424355259,0.1997305028267,0.185165539542847
Petrels,38,0.7,successful,10038,20038,30038,40038,503802,0.700107618912568,0.00999732218823434,0.00999732218823434,0.1,224.0878799,0.112199514554825,0.167740511836305,0.131374933307529
Grasta,38,0.7,successful,10038,20038,30038,40038,40038,0.700107618912568,0.00999732218823434,0.00999732218823434,0.1,125.9227424,0.101227095910387,0.110744283134242,0.102455081825281
Grouse,38,0.7,successful,10038,20038,30038,40038,503804,0.700107618912568,0.00999732218823434,0.00999732218823434,0.1,122.6282446,0.999944575858816,0.999930594038493,0.999946199810598
TeCPSGD,38,0.7,successful,10038,20038,30038,40038,503805,0.700107618912568,0.00999732218823434,0.00999732218823434,0.1,122.8984028,0.129898219328062,0.121593200279788,0.109993329920808
OLSTEC_70,38,0.7,successful,10038,20038,30038,40038,503806,0.700107618912568,0.00999732218823434,0.00999732218823434,0.1,145.1494768,0.0701283567141863,0.079958191926217,0.0728558798993811
OLSTEC_80,38,0.7,successful,10038,20038,30038,40038,503807,0.700107618912568,0.00999732218823434,0.00999732218823434,0.1,144.6733541,0.0619223746410032,0.073788443231559,0.0644243227068009
OLSTEC_90,38,0.7,successful,10038,20038,30038,40038,503808,0.700107618912568,0.00999732218823434,0.00999732218823434,0.1,144.4733638,0.0561588950454541,0.0713859655778073,0.0582953756719687
OLSTEC_99,38,0.7,successful,10038,20038,30038,40038,503809,0.700107618912568,0.00999732218823434,0.00999732218823434,0.1,144.2279622,0.0615661834313708,0.0955661701938758,0.0667578620601991
RSI_OLSTEC,38,0.7,successful,10038,20038,30038,40038,503810,0.700107618912568,0.00999732218823434,0.00999732218823434,0.1,171.6135458,0.0439877796024358,0.0506518201925229,0.0449096582405386
CP_WOPT,39,0.7,successful,10039,20039,30039,40039,503901,0.699924730066445,0.0100159339295843,0.0100159339295843,0.1,303.5361401,0.177408432019676,0.197389610905659,0.185392408137373
Petrels,39,0.7,successful,10039,20039,30039,40039,503902,0.699924730066445,0.0100159339295843,0.0100159339295843,0.1,221.4582593,0.112310697387991,0.166010530560392,0.132070235032443
Grasta,39,0.7,successful,10039,20039,30039,40039,40039,0.699924730066445,0.0100159339295843,0.0100159339295843,0.1,125.9835208,0.101208301526137,0.109827193762428,0.102559621321365
Grouse,39,0.7,successful,10039,20039,30039,40039,503904,0.699924730066445,0.0100159339295843,0.0100159339295843,0.1,122.8145282,0.999886928204603,0.999835907177874,0.999873441811695
TeCPSGD,39,0.7,successful,10039,20039,30039,40039,503905,0.699924730066445,0.0100159339295843,0.0100159339295843,0.1,124.1734693,0.13768233275305,0.125013819323145,0.116709782753996
OLSTEC_70,39,0.7,successful,10039,20039,30039,40039,503906,0.699924730066445,0.0100159339295843,0.0100159339295843,0.1,148.6667251,0.0702613281453646,0.0817754249077463,0.07255936235546
OLSTEC_80,39,0.7,successful,10039,20039,30039,40039,503907,0.699924730066445,0.0100159339295843,0.0100159339295843,0.1,147.7655702,0.0625778136017956,0.0730027005329284,0.064400260538033
OLSTEC_90,39,0.7,successful,10039,20039,30039,40039,503908,0.699924730066445,0.0100159339295843,0.0100159339295843,0.1,146.7773694,0.0561448697605634,0.070395813726571,0.0578085596139873
OLSTEC_99,39,0.7,successful,10039,20039,30039,40039,503909,0.699924730066445,0.0100159339295843,0.0100159339295843,0.1,147.9717376,0.0614434666754491,0.0940191629080092,0.0670688751980649
RSI_OLSTEC,39,0.7,successful,10039,20039,30039,40039,503910,0.699924730066445,0.0100159339295843,0.0100159339295843,0.1,176.4712291,0.0439046802836709,0.0508239740475961,0.0448555624272188
CP_WOPT,40,0.7,successful,10040,20040,30040,40040,504001,0.700055771918807,0.0100077359006563,0.0100077359006563,0.1,317.5507613,0.182080481469373,0.201457329319381,0.190029773587961
Petrels,40,0.7,successful,10040,20040,30040,40040,504002,0.700055771918807,0.0100077359006563,0.0100077359006563,0.1,217.0347147,0.112466411594241,0.17788577126731,0.133440394188862
Grasta,40,0.7,successful,10040,20040,30040,40040,40040,0.700055771918807,0.0100077359006563,0.0100077359006563,0.1,126.3964463,0.101309808477205,0.10963796200397,0.102532188138839
Grouse,40,0.7,successful,10040,20040,30040,40040,504004,0.700055771918807,0.0100077359006563,0.0100077359006563,0.1,122.9426641,0.999915781549967,0.999925746969112,0.999919072545368
TeCPSGD,40,0.7,successful,10040,20040,30040,40040,504005,0.700055771918807,0.0100077359006563,0.0100077359006563,0.1,122.4410798,0.127599708134419,0.117176316933348,0.107719777756502
OLSTEC_70,40,0.7,successful,10040,20040,30040,40040,504006,0.700055771918807,0.0100077359006563,0.0100077359006563,0.1,146.2567234,0.0707083340892541,0.0792527881571109,0.0732151202110253
OLSTEC_80,40,0.7,successful,10040,20040,30040,40040,504007,0.700055771918807,0.0100077359006563,0.0100077359006563,0.1,145.6326244,0.0625890199388208,0.0746529251952976,0.0646260600806181
OLSTEC_90,40,0.7,successful,10040,20040,30040,40040,504008,0.700055771918807,0.0100077359006563,0.0100077359006563,0.1,145.9505235,0.0560476109324635,0.0710994861444658,0.0578409060954
OLSTEC_99,40,0.7,successful,10040,20040,30040,40040,504009,0.700055771918807,0.0100077359006563,0.0100077359006563,0.1,146.078903,0.0612428210723646,0.0984556784317483,0.0679036012886207
RSI_OLSTEC,40,0.7,successful,10040,20040,30040,40040,504010,0.700055771918807,0.0100077359006563,0.0100077359006563,0.1,173.4996588,0.0439347288755196,0.0510002722526121,0.0449831690877126
CP_WOPT,41,0.7,successful,10041,20041,30041,40041,504101,0.700050929067742,0.0100115025625962,0.0100115025625962,0.1,318.2520842,0.178950082790127,0.197102749629961,0.187235085181557
Petrels,41,0.7,successful,10041,20041,30041,40041,504102,0.700050929067742,0.0100115025625962,0.0100115025625962,0.1,224.0770636,0.112097397648063,0.147008615194448,0.131755142213404
Grasta,41,0.7,successful,10041,20041,30041,40041,40041,0.700050929067742,0.0100115025625962,0.0100115025625962,0.1,125.7839472,0.101112793376743,0.108808159062715,0.102598216755844
Grouse,41,0.7,successful,10041,20041,30041,40041,504104,0.700050929067742,0.0100115025625962,0.0100115025625962,0.1,123.0848513,0.999799323673629,0.999801484911286,0.999794669289657
TeCPSGD,41,0.7,successful,10041,20041,30041,40041,504105,0.700050929067742,0.0100115025625962,0.0100115025625962,0.1,122.8581355,0.138580625856371,0.128138620117264,0.119643577637351
OLSTEC_70,41,0.7,successful,10041,20041,30041,40041,504106,0.700050929067742,0.0100115025625962,0.0100115025625962,0.1,146.3717184,0.0697850584389619,0.073750319299641,0.072465006868962
OLSTEC_80,41,0.7,successful,10041,20041,30041,40041,504107,0.700050929067742,0.0100115025625962,0.0100115025625962,0.1,145.5161144,0.0620070887381875,0.0715094377200796,0.0644693942940378
OLSTEC_90,41,0.7,successful,10041,20041,30041,40041,504108,0.700050929067742,0.0100115025625962,0.0100115025625962,0.1,145.0955758,0.0561326133598198,0.0704865070420381,0.0582568052985601
OLSTEC_99,41,0.7,successful,10041,20041,30041,40041,504109,0.700050929067742,0.0100115025625962,0.0100115025625962,0.1,145.8716974,0.0614606259407288,0.0963456563306107,0.0676618944936068
RSI_OLSTEC,41,0.7,successful,10041,20041,30041,40041,504110,0.700050929067742,0.0100115025625962,0.0100115025625962,0.1,172.9257755,0.0439970096446251,0.0504129663570454,0.044869780367122
CP_WOPT,42,0.7,successful,10042,20042,30042,40042,504201,0.699857499898712,0.0100148260878373,0.0100148260878373,0.1,305.5006746,0.17785984819969,0.198981656813057,0.185997572894201
Petrels,42,0.7,successful,10042,20042,30042,40042,504202,0.699857499898712,0.0100148260878373,0.0100148260878373,0.1,216.9257433,0.112349790829718,0.160749357422014,0.131717746356786
Grasta,42,0.7,successful,10042,20042,30042,40042,40042,0.699857499898712,0.0100148260878373,0.0100148260878373,0.1,121.4085318,0.101194901507028,0.10944545640636,0.102389630097593
Grouse,42,0.7,successful,10042,20042,30042,40042,504204,0.699857499898712,0.0100148260878373,0.0100148260878373,0.1,117.8999863,0.999971010440227,1.00001374512658,0.999970696551434
TeCPSGD,42,0.7,successful,10042,20042,30042,40042,504205,0.699857499898712,0.0100148260878373,0.0100148260878373,0.1,116.5700736,0.140345126424558,0.128504357045861,0.119682497854999
OLSTEC_70,42,0.7,successful,10042,20042,30042,40042,504206,0.699857499898712,0.0100148260878373,0.0100148260878373,0.1,138.96947,0.0698007312018059,0.0829161325754777,0.0723000520436787
OLSTEC_80,42,0.7,successful,10042,20042,30042,40042,504207,0.699857499898712,0.0100148260878373,0.0100148260878373,0.1,139.1287078,0.0624845851960463,0.0718942351246115,0.0637479031868399
OLSTEC_90,42,0.7,successful,10042,20042,30042,40042,504208,0.699857499898712,0.0100148260878373,0.0100148260878373,0.1,138.7362081,0.0564068140333853,0.0715254881188118,0.0582020573278084
OLSTEC_99,42,0.7,successful,10042,20042,30042,40042,504209,0.699857499898712,0.0100148260878373,0.0100148260878373,0.1,138.5907811,0.0612957036886207,0.095999357020719,0.0676882244410365
RSI_OLSTEC,42,0.7,successful,10042,20042,30042,40042,504210,0.699857499898712,0.0100148260878373,0.0100148260878373,0.1,163.7547929,0.0439864281346977,0.0507977646423175,0.0448952495144423
CP_WOPT,43,0.7,successful,10043,20043,30043,40043,504301,0.699892919181995,0.0100447694676282,0.0100447694676282,0.1,296.1506461,0.177144990916282,0.197576547818796,0.185211363029178
Petrels,43,0.7,successful,10043,20043,30043,40043,504302,0.699892919181995,0.0100447694676282,0.0100447694676282,0.1,221.338343,0.112352943377937,0.144303715709937,0.13213262732161
Grasta,43,0.7,successful,10043,20043,30043,40043,40043,0.699892919181995,0.0100447694676282,0.0100447694676282,0.1,126.8434051,0.10128960062627,0.108612033454306,0.102693223180948
Grouse,43,0.7,successful,10043,20043,30043,40043,504304,0.699892919181995,0.0100447694676282,0.0100447694676282,0.1,123.1975922,0.999950339743071,0.999902614524473,0.999944790001214
